date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-12 12:17:48.011183,10,real,4,A,1,head,2,wall,0,False,25.12109065055847,0,False,10
2019-06-12 12:17:59.633580,10,real,4,A,1,head,2,wall,1,False,5.017035007476807,0,False,10
2019-06-12 12:18:23.938647,10,real,4,A,1,head,2,wall,2,False,9.714102506637573,0,False,10
2019-06-12 12:18:46.470311,10,real,4,A,1,head,2,wall,3,False,11.081578969955444,0,False,10
2019-06-12 12:19:04.910587,10,real,4,A,1,head,2,wall,4,True,9.043463706970215,0,True,10
2019-06-12 12:19:22.042080,10,real,4,A,1,head,2,wall,5,True,9.05809998512268,0,True,10
2019-06-12 12:19:47.162298,10,real,4,A,1,head,2,wall,6,True,14.10940432548523,0,True,10
2019-06-12 12:20:18.546774,10,real,4,A,1,head,2,wall,7,False,16.079933166503906,0,True,10
2019-06-12 12:20:46.287362,10,real,4,A,1,head,2,wall,8,True,12.040252208709717,0,False,10
2019-06-12 12:21:04.988282,10,real,4,A,1,head,2,wall,9,False,9.633039951324463,0,False,10
2019-06-12 12:21:39.056732,10,real,4,A,1,head,2,wall,10,True,22.113420009613037,0,True,10
2019-06-12 12:22:04.779790,10,real,4,A,1,head,2,wall,11,True,18.330373764038086,0,True,10
