date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-10 15:36:30.183882,5,points,1,B,1,wappen,1,wall,0,True,22.17973566055298,0,True,-1
2019-06-10 15:37:02.600838,5,points,1,B,1,wappen,1,wall,1,False,1.9177942276000977,0,True,-1
2019-06-10 15:37:10.473262,5,points,1,B,1,wappen,1,wall,2,False,2.876532554626465,0,False,-1
2019-06-10 15:37:18.840405,5,points,1,B,1,wappen,1,wall,3,True,3.280039072036743,0,True,-1
2019-06-10 15:37:28.114857,5,points,1,B,1,wappen,1,wall,4,True,4.062081336975098,0,True,-1
2019-06-10 15:37:39.312509,5,points,1,B,1,wappen,1,wall,5,False,3.2949540615081787,0,False,-1
2019-06-10 15:37:53.282295,5,points,1,B,1,wappen,1,wall,6,True,3.5931077003479004,0,True,-1
2019-06-10 15:38:01.387028,5,points,1,B,1,wappen,1,wall,7,False,3.577847719192505,0,False,-1
2019-06-10 15:38:10.960120,5,points,1,B,1,wappen,1,wall,8,False,5.0614542961120605,0,False,-1
2019-06-10 15:38:19.898498,5,points,1,B,1,wappen,1,wall,9,True,3.4014153480529785,0,False,-1
2019-06-10 15:38:27.089955,5,points,1,B,1,wappen,1,wall,10,True,2.159886121749878,0,True,-1
2019-06-10 15:38:34.558897,5,points,1,B,1,wappen,1,wall,11,True,2.8261396884918213,0,True,-1
2019-06-10 15:38:42.603240,5,points,1,B,1,wappen,1,wall,12,False,3.3104605674743652,0,False,-1
2019-06-10 15:38:48.407668,5,points,1,B,1,wappen,1,wall,13,True,1.6453638076782227,0,False,-1
2019-06-10 15:38:55.250668,5,points,1,B,1,wappen,1,wall,14,True,3.184237003326416,0,True,-1
2019-06-10 15:39:07.665732,5,points,1,B,1,wappen,1,wall,15,False,8.224162578582764,0,False,-1
2019-06-10 15:39:18.617106,5,points,1,B,1,wappen,1,wall,16,False,4.809374809265137,0,False,-1
2019-06-10 15:39:27.928399,5,points,1,B,1,wappen,1,wall,17,False,3.9668056964874268,0,False,-1
2019-06-10 15:39:38.791575,5,points,1,B,1,wappen,1,wall,18,True,5.354827165603638,0,True,-1
2019-06-10 15:39:47.441850,5,points,1,B,1,wappen,1,wall,19,True,3.8103432655334473,0,True,-1
2019-06-10 15:39:54.928442,5,points,1,B,1,wappen,1,wall,20,True,2.0347862243652344,0,True,-1
2019-06-10 15:40:15.574816,5,points,1,B,1,wappen,1,wall,21,False,10.456703424453735,0,False,-1
2019-06-10 15:40:43.473823,5,points,1,B,1,wappen,1,wall,22,False,2.9319775104522705,0,False,-1
2019-06-10 15:40:51.190767,5,points,1,B,1,wappen,1,wall,23,True,3.7400312423706055,0,True,-1
2019-06-10 15:41:05.286323,5,points,1,B,1,wappen,1,wall,24,False,8.175661325454712,0,False,-1
