date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-10 15:47:33.438925,5,points,3,B,0,head,1,wall,0,True,2.1494247913360596,0,True,-1
2019-06-10 15:47:48.687656,5,points,3,B,0,head,1,wall,1,False,4.495896100997925,0,False,-1
2019-06-10 15:48:05.072776,5,points,3,B,0,head,1,wall,2,False,3.7291927337646484,0,False,-1
2019-06-10 15:48:11.374293,5,points,3,B,0,head,1,wall,3,False,1.932626724243164,0,False,-1
2019-06-10 15:48:20.351271,5,points,3,B,0,head,1,wall,4,True,3.1486055850982666,0,True,-1
2019-06-10 15:48:29.086053,5,points,3,B,0,head,1,wall,5,True,4.294182300567627,0,True,-1
2019-06-10 15:48:34.641605,5,points,3,B,0,head,1,wall,6,True,1.5996084213256836,0,True,-1
2019-06-10 15:48:44.128023,5,points,3,B,0,head,1,wall,7,False,3.991342067718506,0,False,-1
2019-06-10 15:48:57.615736,5,points,3,B,0,head,1,wall,8,True,3.4663426876068115,0,True,-1
2019-06-10 15:49:04.841588,5,points,3,B,0,head,1,wall,9,False,2.2959823608398438,0,False,-1
2019-06-10 15:49:17.406384,5,points,3,B,0,head,1,wall,10,True,5.404435157775879,0,False,-1
2019-06-10 15:49:25.070551,5,points,3,B,0,head,1,wall,11,False,1.7206711769104004,0,False,-1
2019-06-10 15:49:30.646937,5,points,3,B,0,head,1,wall,12,True,2.048922538757324,0,True,-1
2019-06-10 15:49:39.424173,5,points,3,B,0,head,1,wall,13,False,2.383054256439209,0,False,-1
2019-06-10 15:49:46.256722,5,points,3,B,0,head,1,wall,14,True,1.8822739124298096,0,True,-1
2019-06-10 15:49:53.679558,5,points,3,B,0,head,1,wall,15,True,1.629930019378662,0,True,-1
2019-06-10 15:49:58.705466,5,points,3,B,0,head,1,wall,16,True,1.4129638671875,0,True,-1
2019-06-10 15:50:07.442112,5,points,3,B,0,head,1,wall,17,False,4.8696300983428955,0,False,-1
2019-06-10 15:50:12.745940,5,points,3,B,0,head,1,wall,18,False,1.7509644031524658,0,False,-1
2019-06-10 15:50:19.448943,5,points,3,B,0,head,1,wall,19,False,2.648937463760376,0,False,-1
2019-06-10 15:50:30.525796,5,points,3,B,0,head,1,wall,20,True,1.3574252128601074,0,True,-1
2019-06-10 15:50:37.808697,5,points,3,B,0,head,1,wall,21,False,2.326850414276123,0,False,-1
2019-06-10 15:50:48.089412,5,points,3,B,0,head,1,wall,22,False,2.2154858112335205,0,False,-1
2019-06-10 15:50:59.510617,5,points,3,B,0,head,1,wall,23,False,3.6086010932922363,0,False,-1
2019-06-10 15:51:11.632865,5,points,3,B,0,head,1,wall,24,True,3.497443437576294,0,True,-1
