date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-12 14:55:35.034870,11,real,4,B,1,head,2,lense,0,False,5.167048931121826,0,False,11
2019-06-12 14:55:42.865167,11,real,4,B,1,head,2,lense,1,False,1.8096909523010254,0,False,11
2019-06-12 14:56:02.583120,11,real,4,B,1,head,2,lense,2,False,9.080626249313354,0,False,11
2019-06-12 14:56:14.427015,11,real,4,B,1,head,2,lense,3,False,6.202825546264648,0,False,11
2019-06-12 14:56:22.802153,11,real,4,B,1,head,2,lense,4,True,3.827699661254883,0,True,11
2019-06-12 14:56:33.511296,11,real,4,B,1,head,2,lense,5,True,5.455832481384277,0,True,11
2019-06-12 14:56:40.890562,11,real,4,B,1,head,2,lense,6,True,3.2718775272369385,0,True,11
2019-06-12 14:56:48.626140,11,real,4,B,1,head,2,lense,7,False,2.0483579635620117,0,False,11
2019-06-12 14:57:03.466561,11,real,4,B,1,head,2,lense,8,True,9.55251932144165,0,True,11
2019-06-12 14:57:13.201400,11,real,4,B,1,head,2,lense,9,False,4.905261754989624,0,False,11
2019-06-12 14:57:31.895673,11,real,4,B,1,head,2,lense,10,True,10.277535915374756,0,True,11
2019-06-12 14:57:43.105570,11,real,4,B,1,head,2,lense,11,True,4.164933681488037,0,True,11
