date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer
2019-06-08 11:34:46.188677,1,points,3,B,0,terra,1,wall,0,True,1.9889113903045654,0,True
2019-06-08 11:34:58.452176,1,points,3,B,0,terra,1,wall,1,False,2.7062995433807373,0,False
2019-06-08 11:35:08.227625,1,points,3,B,0,terra,1,wall,2,False,2.9066162109375,0,False
2019-06-08 11:35:15.117899,1,points,3,B,0,terra,1,wall,3,True,1.72059965133667,0,True
2019-06-08 11:35:25.570971,1,points,3,B,0,terra,1,wall,4,True,1.625614881515503,0,True
2019-06-08 11:35:31.291031,1,points,3,B,0,terra,1,wall,5,True,1.5851945877075195,0,True
2019-06-08 11:35:39.418528,1,points,3,B,0,terra,1,wall,6,True,1.54457688331604,0,True
2019-06-08 11:35:47.526776,1,points,3,B,0,terra,1,wall,7,False,1.4287986755371094,0,False
2019-06-08 11:35:56.674249,1,points,3,B,0,terra,1,wall,8,True,2.584810972213745,0,True
2019-06-08 11:36:06.148430,1,points,3,B,0,terra,1,wall,9,True,1.1906633377075195,0,True
2019-06-08 11:36:13.338638,1,points,3,B,0,terra,1,wall,10,False,1.6599252223968506,0,False
2019-06-08 11:36:20.108303,1,points,3,B,0,terra,1,wall,11,False,1.6152949333190918,0,False
2019-06-08 11:36:30.218469,1,points,3,B,0,terra,1,wall,12,False,1.9532136917114258,0,False
2019-06-08 11:36:36.301470,1,points,3,B,0,terra,1,wall,13,False,1.9538352489471436,0,False
2019-06-08 11:36:47.053663,1,points,3,B,0,terra,1,wall,14,True,2.2413341999053955,0,True
2019-06-08 11:36:54.550498,1,points,3,B,0,terra,1,wall,15,False,1.8171935081481934,0,False
2019-06-08 11:37:04.228125,1,points,3,B,0,terra,1,wall,16,False,2.8068697452545166,0,False
2019-06-08 11:37:16.780161,1,points,3,B,0,terra,1,wall,17,False,2.29740571975708,0,False
2019-06-08 11:37:25.115515,1,points,3,B,0,terra,1,wall,18,False,1.7113425731658936,0,False
2019-06-08 11:37:33.929971,1,points,3,B,0,terra,1,wall,19,True,1.464026927947998,0,True
2019-06-08 11:37:40.342032,1,points,3,B,0,terra,1,wall,20,True,1.6104357242584229,0,True
2019-06-08 11:37:49.330070,1,points,3,B,0,terra,1,wall,21,False,2.0385758876800537,0,False
2019-06-08 11:38:06.357389,1,points,3,B,0,terra,1,wall,22,True,4.721185207366943,0,True
2019-06-08 11:38:14.542046,1,points,3,B,0,terra,1,wall,23,True,2.292210817337036,0,True
2019-06-08 11:38:28.915719,1,points,3,B,0,terra,1,wall,24,False,1.8578994274139404,0,False
