date,user_id,task,part,group,geometry,version,condition,trail,feature_value,time,frozen,answer
2019-06-07 15:25:33.380222,0,points,5,A,head,2,wall,0,False,3.3549082279205322,0,False
2019-06-07 15:25:51.686758,0,points,5,A,head,2,wall,1,False,6.503961086273193,0,False
2019-06-07 15:26:00.782032,0,points,5,A,head,2,wall,2,True,1.967740535736084,0,True
2019-06-07 15:26:10.869780,0,points,5,A,head,2,wall,3,True,3.984672784805298,0,True
2019-06-07 15:26:23.485498,0,points,5,A,head,2,wall,4,False,2.840578079223633,0,False
2019-06-07 15:26:40.715810,0,points,5,A,head,2,wall,5,True,5.65269923210144,0,True
2019-06-07 15:26:54.004335,0,points,5,A,head,2,wall,6,False,2.7546474933624268,0,False
2019-06-07 15:27:12.058711,0,points,5,A,head,2,wall,7,True,6.214034080505371,0,True
2019-06-07 15:27:23.012504,0,points,5,A,head,2,wall,8,True,4.409832000732422,0,True
2019-06-07 15:27:38.260026,0,points,5,A,head,2,wall,9,False,8.352230787277222,0,False
2019-06-07 15:27:58.387698,0,points,5,A,head,2,wall,10,True,10.494871854782104,0,True
2019-06-07 15:28:12.636239,0,points,5,A,head,2,wall,11,True,5.141563892364502,0,True
2019-06-07 15:28:19.674704,0,points,5,A,head,2,wall,12,True,2.568394184112549,0,True
2019-06-07 15:28:28.197234,0,points,5,A,head,2,wall,13,True,1.6196908950805664,0,True
2019-06-07 15:28:38.469917,0,points,5,A,head,2,wall,14,False,5.464606761932373,0,False
2019-06-07 15:28:53.283914,0,points,5,A,head,2,wall,15,False,6.5336480140686035,0,False
2019-06-07 15:29:04.430075,0,points,5,A,head,2,wall,16,False,4.798824310302734,0,False
2019-06-07 15:29:14.227020,0,points,5,A,head,2,wall,17,True,2.6638882160186768,0,True
2019-06-07 15:29:23.101204,0,points,5,A,head,2,wall,18,False,3.9186253547668457,0,False
2019-06-07 15:29:39.204253,0,points,5,A,head,2,wall,19,False,7.08983588218689,0,False
2019-06-07 15:29:44.645501,0,points,5,A,head,2,wall,20,True,1.4532101154327393,0,True
2019-06-07 15:29:57.335594,0,points,5,A,head,2,wall,21,False,7.313079595565796,0,False
2019-06-07 15:30:14.260552,0,points,5,A,head,2,wall,22,True,5.299283504486084,0,True
2019-06-07 15:30:31.950452,0,points,5,A,head,2,wall,23,False,5.2157604694366455,0,False
2019-06-07 15:30:53.674563,0,points,5,A,head,2,wall,24,True,4.309281349182129,0,True
