date,user_id,task,part,group,geometry,version,condition,trail,feature_value,time,frozen,answer
2019-06-07 14:51:51.009789,0,points,1,A,terra,1,lense,0,True,32.91843795776367,0,True
2019-06-07 14:52:10.414260,0,points,1,A,terra,1,lense,1,False,7.428400754928589,0,True
2019-06-07 14:52:27.207508,0,points,1,A,terra,1,lense,2,False,7.461673736572266,0,False
2019-06-07 14:54:10.166369,0,points,1,A,terra,1,lense,3,True,13.359857320785522,0,True
2019-06-07 14:55:46.352507,0,points,1,A,terra,1,lense,4,True,11.037295579910278,0,True
2019-06-07 14:56:17.284965,0,points,1,A,terra,1,lense,5,True,3.1608314514160156,0,True
2019-06-07 14:56:45.006872,0,points,1,A,terra,1,lense,6,True,7.26319432258606,0,True
2019-06-07 14:56:57.200055,0,points,1,A,terra,1,lense,7,False,2.3949265480041504,0,False
2019-06-07 14:57:18.879384,0,points,1,A,terra,1,lense,8,True,7.084363222122192,0,True
2019-06-07 14:57:42.534228,0,points,1,A,terra,1,lense,9,True,6.783015727996826,0,True
2019-06-07 14:58:00.072061,0,points,1,A,terra,1,lense,10,False,3.6407766342163086,0,False
2019-06-07 14:58:09.253345,0,points,1,A,terra,1,lense,11,False,2.2391998767852783,0,False
2019-06-07 14:58:22.468400,0,points,1,A,terra,1,lense,12,False,2.7342886924743652,0,False
2019-06-07 14:58:38.149824,0,points,1,A,terra,1,lense,13,False,6.289648771286011,0,False
2019-06-07 14:58:57.125639,0,points,1,A,terra,1,lense,14,True,8.874151468276978,0,True
2019-06-07 14:59:08.844675,0,points,1,A,terra,1,lense,15,False,3.3119683265686035,0,False
2019-06-07 14:59:28.486085,0,points,1,A,terra,1,lense,16,False,8.045780181884766,0,False
2019-06-07 14:59:50.429196,0,points,1,A,terra,1,lense,17,False,4.715935707092285,0,False
2019-06-07 15:00:05.863250,0,points,1,A,terra,1,lense,18,False,2.6542744636535645,0,False
2019-06-07 15:00:16.584458,0,points,1,A,terra,1,lense,19,True,3.075294017791748,0,True
2019-06-07 15:00:29.534454,0,points,1,A,terra,1,lense,20,True,3.4816479682922363,0,True
2019-06-07 15:00:40.013778,0,points,1,A,terra,1,lense,21,False,2.5448837280273438,0,False
2019-06-07 15:00:51.927937,0,points,1,A,terra,1,lense,22,True,3.9735405445098877,0,True
2019-06-07 15:01:04.296615,0,points,1,A,terra,1,lense,23,True,3.5664424896240234,0,True
2019-06-07 15:01:19.224286,0,points,1,A,terra,1,lense,24,False,3.77410626411438,0,False
