date,user_id,task,part,group,geometry,version,condition,trail,feature_value,time,frozen,answer
2019-06-07 15:17:38.854308,0,points,4,A,terra,2,wall,0,True,10.730187892913818,0,True
2019-06-07 15:18:00.484169,0,points,4,A,terra,2,wall,1,False,6.892913818359375,0,True
2019-06-07 15:18:23.243677,0,points,4,A,terra,2,wall,2,True,4.7382776737213135,0,False
2019-06-07 15:18:34.315430,0,points,4,A,terra,2,wall,3,False,3.527257204055786,0,False
2019-06-07 15:18:47.375200,0,points,4,A,terra,2,wall,4,True,3.664067268371582,0,True
2019-06-07 15:18:59.965589,0,points,4,A,terra,2,wall,5,True,1.9628286361694336,0,True
2019-06-07 15:19:14.452509,0,points,4,A,terra,2,wall,6,False,8.24073052406311,0,False
2019-06-07 15:19:30.951121,0,points,4,A,terra,2,wall,7,False,7.767179250717163,0,False
2019-06-07 15:19:38.647719,0,points,4,A,terra,2,wall,8,True,1.8065426349639893,0,True
2019-06-07 15:19:53.398817,0,points,4,A,terra,2,wall,9,False,7.575340986251831,0,False
2019-06-07 15:20:11.877912,0,points,4,A,terra,2,wall,10,False,6.087118864059448,0,False
2019-06-07 15:20:21.086685,0,points,4,A,terra,2,wall,11,True,1.851649522781372,0,True
2019-06-07 15:20:33.308967,0,points,4,A,terra,2,wall,12,False,3.9814510345458984,0,False
2019-06-07 15:20:51.333157,0,points,4,A,terra,2,wall,13,True,11.83956789970398,0,True
2019-06-07 15:21:21.291486,0,points,4,A,terra,2,wall,14,True,17.608752727508545,0,True
2019-06-07 15:21:35.924311,0,points,4,A,terra,2,wall,15,True,1.8417415618896484,0,True
2019-06-07 15:21:57.999039,0,points,4,A,terra,2,wall,16,True,6.368668556213379,0,True
2019-06-07 15:22:14.727517,0,points,4,A,terra,2,wall,17,False,6.686509847640991,0,False
2019-06-07 15:22:37.696178,0,points,4,A,terra,2,wall,18,False,9.648052215576172,0,False
2019-06-07 15:22:51.228586,0,points,4,A,terra,2,wall,19,False,7.215517997741699,0,False
2019-06-07 15:23:03.179211,0,points,4,A,terra,2,wall,20,True,2.662216901779175,0,True
2019-06-07 15:23:10.262270,0,points,4,A,terra,2,wall,21,True,2.1130239963531494,0,True
2019-06-07 15:23:28.877739,0,points,4,A,terra,2,wall,22,False,9.548091411590576,0,False
2019-06-07 15:23:44.940857,0,points,4,A,terra,2,wall,23,False,5.1572442054748535,0,False
2019-06-07 15:24:10.133610,0,points,4,A,terra,2,wall,24,False,13.770473957061768,0,False
