date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-11 09:58:48.463213,6,points,2,A,2,head,1,lense,0,True,1.8957724571228027,0,True,-1
2019-06-11 09:59:22.373644,6,points,2,A,2,head,1,lense,1,False,9.743754625320435,0,False,-1
2019-06-11 09:59:33.723811,6,points,2,A,2,head,1,lense,2,False,2.5015180110931396,0,False,-1
2019-06-11 09:59:43.687632,6,points,2,A,2,head,1,lense,3,False,2.2583558559417725,0,False,-1
2019-06-11 09:59:55.052722,6,points,2,A,2,head,1,lense,4,True,2.576571464538574,0,True,-1
2019-06-11 10:00:03.203770,6,points,2,A,2,head,1,lense,5,True,1.5843157768249512,0,True,-1
2019-06-11 10:00:10.797958,6,points,2,A,2,head,1,lense,6,True,1.9981248378753662,0,True,-1
2019-06-11 10:00:21.278891,6,points,2,A,2,head,1,lense,7,False,4.517536640167236,0,False,-1
2019-06-11 10:00:31.186635,6,points,2,A,2,head,1,lense,8,True,1.892385721206665,0,True,-1
2019-06-11 10:00:41.077547,6,points,2,A,2,head,1,lense,9,False,2.8955085277557373,0,False,-1
2019-06-11 10:00:48.221522,6,points,2,A,2,head,1,lense,10,True,1.870750904083252,0,True,-1
2019-06-11 10:00:59.461125,6,points,2,A,2,head,1,lense,11,False,4.263563871383667,0,False,-1
2019-06-11 10:01:05.540751,6,points,2,A,2,head,1,lense,12,True,1.5579884052276611,0,True,-1
2019-06-11 10:01:15.076239,6,points,2,A,2,head,1,lense,13,False,1.9458715915679932,0,False,-1
2019-06-11 10:01:25.561397,6,points,2,A,2,head,1,lense,14,True,1.5878398418426514,0,True,-1
2019-06-11 10:01:30.636939,6,points,2,A,2,head,1,lense,15,True,1.2804126739501953,0,True,-1
2019-06-11 10:01:34.693945,6,points,2,A,2,head,1,lense,16,True,1.2156920433044434,0,True,-1
2019-06-11 10:01:46.164319,6,points,2,A,2,head,1,lense,17,False,3.4146616458892822,0,False,-1
2019-06-11 10:01:54.187527,6,points,2,A,2,head,1,lense,18,False,1.961430311203003,0,False,-1
2019-06-11 10:02:04.100035,6,points,2,A,2,head,1,lense,19,False,3.594276189804077,0,False,-1
2019-06-11 10:02:15.242922,6,points,2,A,2,head,1,lense,20,True,2.2557735443115234,0,True,-1
2019-06-11 10:02:21.625322,6,points,2,A,2,head,1,lense,21,False,1.9919016361236572,0,False,-1
2019-06-11 10:02:28.176892,6,points,2,A,2,head,1,lense,22,False,1.4489147663116455,0,False,-1
2019-06-11 10:02:38.394095,6,points,2,A,2,head,1,lense,23,False,3.7372095584869385,0,False,-1
2019-06-11 10:02:49.800975,6,points,2,A,2,head,1,lense,24,True,4.790021896362305,0,True,-1
