date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-11 19:29:23.431520,9,points,2,B,2,head,1,wall,0,True,1.7205381393432617,0,True,-1
2019-06-11 19:29:37.832257,9,points,2,B,2,head,1,wall,1,False,4.031501531600952,0,False,-1
2019-06-11 19:29:49.407133,9,points,2,B,2,head,1,wall,2,False,2.633854866027832,0,False,-1
2019-06-11 19:29:56.214105,9,points,2,B,2,head,1,wall,3,False,2.2553999423980713,0,False,-1
2019-06-11 19:30:01.788892,9,points,2,B,2,head,1,wall,4,True,1.9828898906707764,0,True,-1
2019-06-11 19:30:08.302977,9,points,2,B,2,head,1,wall,5,True,2.1142001152038574,0,True,-1
2019-06-11 19:30:14.984087,9,points,2,B,2,head,1,wall,6,True,1.574584722518921,0,True,-1
2019-06-11 19:30:21.886963,9,points,2,B,2,head,1,wall,7,False,2.074049711227417,0,False,-1
2019-06-11 19:30:29.400298,9,points,2,B,2,head,1,wall,8,True,1.6044929027557373,0,True,-1
2019-06-11 19:30:38.089642,9,points,2,B,2,head,1,wall,9,False,2.9066483974456787,0,False,-1
2019-06-11 19:30:49.694620,9,points,2,B,2,head,1,wall,10,True,2.1545705795288086,0,True,-1
2019-06-11 19:30:55.487165,9,points,2,B,2,head,1,wall,11,False,1.8215110301971436,0,False,-1
2019-06-11 19:31:00.311398,9,points,2,B,2,head,1,wall,12,True,1.735854148864746,0,True,-1
2019-06-11 19:31:10.837862,9,points,2,B,2,head,1,wall,13,False,1.9579660892486572,0,False,-1
2019-06-11 19:31:20.613319,9,points,2,B,2,head,1,wall,14,True,2.42250919342041,0,True,-1
2019-06-11 19:31:28.096688,9,points,2,B,2,head,1,wall,15,True,1.8971076011657715,0,True,-1
2019-06-11 19:31:32.416341,9,points,2,B,2,head,1,wall,16,True,1.256432294845581,0,True,-1
2019-06-11 19:31:40.545675,9,points,2,B,2,head,1,wall,17,False,2.1242661476135254,0,False,-1
2019-06-11 19:31:50.289374,9,points,2,B,2,head,1,wall,18,False,2.5028023719787598,0,False,-1
2019-06-11 19:32:00.404081,9,points,2,B,2,head,1,wall,19,False,3.284929037094116,0,False,-1
2019-06-11 19:32:09.022327,9,points,2,B,2,head,1,wall,20,True,1.6805591583251953,0,True,-1
2019-06-11 19:32:17.031225,9,points,2,B,2,head,1,wall,21,False,2.775744915008545,0,False,-1
2019-06-11 19:32:26.528689,9,points,2,B,2,head,1,wall,22,False,2.811018705368042,0,False,-1
2019-06-11 19:32:37.888181,9,points,2,B,2,head,1,wall,23,False,5.853909969329834,0,False,-1
2019-06-11 19:32:48.510654,9,points,2,B,2,head,1,wall,24,True,2.8160080909729004,0,True,-1
