date,user_id,task,part,group,geometry,version,condition,trail,feature_value,time,frozen,answer
2019-06-04 16:41:15.594418,0,real,1,A,head,1,lense,0,False,53.09763693809509,6,True
2019-06-04 16:41:34.223651,0,real,1,A,head,1,lense,1,False,6.455290079116821,0,True
2019-06-04 16:42:46.034044,0,real,1,A,head,1,lense,2,True,54.58447241783142,2,False
2019-06-04 16:42:58.711148,0,real,1,A,head,1,lense,3,False,8.165337562561035,0,True
2019-06-04 16:43:22.480933,0,real,1,A,head,1,lense,4,False,12.184877395629883,0,False
2019-06-04 16:43:55.649407,0,real,1,A,head,1,lense,5,True,25.733315229415894,0,True
2019-06-04 16:44:09.041871,0,real,1,A,head,1,lense,6,True,9.808049201965332,0,True
2019-06-04 16:44:40.835109,0,real,1,A,head,1,lense,7,True,25.318936109542847,0,False
2019-06-04 16:44:51.778968,0,real,1,A,head,1,lense,8,True,7.572662830352783,0,True
2019-06-04 16:44:57.288446,0,real,1,A,head,1,lense,9,True,3.5201926231384277,0,False
2019-06-04 16:45:17.454908,0,real,1,A,head,1,lense,10,False,13.570319890975952,0,False
