date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer
2019-06-08 11:30:25.331933,1,points,2,B,2,wappen,1,wall,0,True,3.896827459335327,0,True
2019-06-08 11:30:30.611783,1,points,2,B,2,wappen,1,wall,1,False,2.0038845539093018,0,False
2019-06-08 11:30:37.250334,1,points,2,B,2,wappen,1,wall,2,False,2.383051872253418,0,False
2019-06-08 11:30:43.681889,1,points,2,B,2,wappen,1,wall,3,True,1.989074945449829,0,True
2019-06-08 11:30:50.467911,1,points,2,B,2,wappen,1,wall,4,True,1.7468316555023193,0,True
2019-06-08 11:31:01.182756,1,points,2,B,2,wappen,1,wall,5,False,4.69121789932251,0,False
2019-06-08 11:31:08.586136,1,points,2,B,2,wappen,1,wall,6,True,2.565187931060791,0,True
2019-06-08 11:31:16.604448,1,points,2,B,2,wappen,1,wall,7,False,2.100231647491455,0,False
2019-06-08 11:31:23.597248,1,points,2,B,2,wappen,1,wall,8,False,2.3780553340911865,0,False
2019-06-08 11:31:33.750731,1,points,2,B,2,wappen,1,wall,9,True,1.9437410831451416,0,False
2019-06-08 11:31:41.746486,1,points,2,B,2,wappen,1,wall,10,True,2.8922007083892822,0,True
2019-06-08 11:31:47.867504,1,points,2,B,2,wappen,1,wall,11,True,1.7561278343200684,0,True
2019-06-08 11:31:55.164854,1,points,2,B,2,wappen,1,wall,12,False,1.6097683906555176,0,False
2019-06-08 11:32:00.805908,1,points,2,B,2,wappen,1,wall,13,True,1.9374315738677979,0,False
2019-06-08 11:32:08.203353,1,points,2,B,2,wappen,1,wall,14,True,1.9628942012786865,0,True
2019-06-08 11:32:17.772210,1,points,2,B,2,wappen,1,wall,15,False,4.592473030090332,0,False
2019-06-08 11:32:24.209906,1,points,2,B,2,wappen,1,wall,16,False,1.8328046798706055,0,False
2019-06-08 11:32:32.090997,1,points,2,B,2,wappen,1,wall,17,False,2.205972194671631,0,False
2019-06-08 11:32:41.739738,1,points,2,B,2,wappen,1,wall,18,True,1.903385877609253,0,True
2019-06-08 11:32:46.605918,1,points,2,B,2,wappen,1,wall,19,True,1.544743299484253,0,True
2019-06-08 11:32:51.684934,1,points,2,B,2,wappen,1,wall,20,True,1.4286746978759766,0,True
2019-06-08 11:32:58.354498,1,points,2,B,2,wappen,1,wall,21,False,1.761974573135376,0,False
2019-06-08 11:33:05.654899,1,points,2,B,2,wappen,1,wall,22,False,1.8175082206726074,0,True
2019-06-08 11:33:14.308112,1,points,2,B,2,wappen,1,wall,23,True,1.4995169639587402,0,True
2019-06-08 11:33:25.678201,1,points,2,B,2,wappen,1,wall,24,False,1.8073842525482178,0,True
