date,user_id,task,part,group,block,geometry,version,condition,trail,feature_value,time,frozen,answer,user_two_id
2019-06-10 15:14:52.479666,4,points,6,A,0,terra,2,wall,0,True,3.0733461380004883,0,True,-1
2019-06-10 15:15:05.967208,4,points,6,A,0,terra,2,wall,1,False,3.746736526489258,0,False,-1
2019-06-10 15:15:17.811715,4,points,6,A,0,terra,2,wall,2,True,2.563490390777588,0,True,-1
2019-06-10 15:15:25.196210,4,points,6,A,0,terra,2,wall,3,False,2.0386009216308594,0,False,-1
2019-06-10 15:15:33.483314,4,points,6,A,0,terra,2,wall,4,True,1.8056190013885498,0,True,-1
2019-06-10 15:15:38.187507,4,points,6,A,0,terra,2,wall,5,True,1.549405813217163,0,True,-1
2019-06-10 15:15:46.816282,4,points,6,A,0,terra,2,wall,6,False,2.2086360454559326,0,False,-1
2019-06-10 15:15:53.810548,4,points,6,A,0,terra,2,wall,7,False,1.894916296005249,0,False,-1
2019-06-10 15:16:00.834508,4,points,6,A,0,terra,2,wall,8,True,1.9782836437225342,0,True,-1
2019-06-10 15:16:08.960719,4,points,6,A,0,terra,2,wall,9,False,1.928035020828247,0,False,-1
2019-06-10 15:16:17.145052,4,points,6,A,0,terra,2,wall,10,False,3.1999335289001465,0,False,-1
2019-06-10 15:16:24.051045,4,points,6,A,0,terra,2,wall,11,True,2.319613218307495,0,True,-1
2019-06-10 15:16:34.241428,4,points,6,A,0,terra,2,wall,12,False,4.128469228744507,0,False,-1
2019-06-10 15:16:39.803770,4,points,6,A,0,terra,2,wall,13,True,1.862370491027832,0,True,-1
2019-06-10 15:16:46.912191,4,points,6,A,0,terra,2,wall,14,True,2.0205295085906982,0,True,-1
2019-06-10 15:16:54.641423,4,points,6,A,0,terra,2,wall,15,True,2.230271577835083,0,True,-1
2019-06-10 15:17:00.962242,4,points,6,A,0,terra,2,wall,16,True,1.6071548461914062,0,True,-1
2019-06-10 15:17:08.681825,4,points,6,A,0,terra,2,wall,17,False,2.20792555809021,0,False,-1
2019-06-10 15:17:16.851521,4,points,6,A,0,terra,2,wall,18,False,1.698936939239502,0,False,-1
2019-06-10 15:17:23.043200,4,points,6,A,0,terra,2,wall,19,False,1.3679733276367188,0,False,-1
2019-06-10 15:17:31.002348,4,points,6,A,0,terra,2,wall,20,True,4.808043718338013,0,True,-1
2019-06-10 15:17:37.387910,4,points,6,A,0,terra,2,wall,21,True,1.834726333618164,0,True,-1
2019-06-10 15:17:47.758819,4,points,6,A,0,terra,2,wall,22,False,3.1291306018829346,0,False,-1
2019-06-10 15:17:52.543304,4,points,6,A,0,terra,2,wall,23,False,1.8874475955963135,0,False,-1
2019-06-10 15:18:00.176356,4,points,6,A,0,terra,2,wall,24,False,1.962005615234375,0,False,-1
